epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,8454.58,1.15846,0.87789,0.008,0.91156,0.82828,0.90229,0.6244,1.14802,0.68293,0.01417,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617
85,8555.12,1.16834,0.86844,0.00799,0.92059,0.81969,0.89649,0.62963,1.16065,0.65431,0.01441,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
86,8655.73,1.15467,0.86359,0.00793,0.93829,0.83081,0.90532,0.62562,1.17051,0.62885,0.01443,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
87,8755.72,1.1353,0.84517,0.0079,0.9288,0.83998,0.90162,0.63466,1.14639,0.64225,0.01419,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
88,8856.14,1.15194,0.85277,0.00772,0.9412,0.8084,0.90067,0.6261,1.14582,0.65776,0.01379,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538
89,8956.5,1.14749,0.87224,0.00801,0.93883,0.81313,0.90295,0.62083,1.17829,0.65992,0.01397,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
90,9057.01,1.14333,0.82408,0.00759,0.94218,0.82291,0.89911,0.6252,1.17268,0.67234,0.01411,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105
91,9157.5,1.13554,0.82769,0.0074,0.91009,0.84351,0.90322,0.63709,1.13767,0.66183,0.01388,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
92,9259.09,1.12609,0.83587,0.00784,0.95673,0.80968,0.89754,0.63597,1.11754,0.6552,0.01362,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746
93,9359.56,1.12817,0.8464,0.0079,0.9306,0.8465,0.90168,0.63639,1.11783,0.64801,0.01337,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
94,9460.17,1.13521,0.84387,0.00769,0.94265,0.83207,0.90359,0.63066,1.12597,0.6879,0.01362,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318
95,9561.06,1.11597,0.83622,0.00766,0.93078,0.81818,0.89522,0.6206,1.14961,0.69658,0.0142,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
96,9661.96,1.11636,0.81672,0.00751,0.94282,0.83333,0.90273,0.62749,1.13841,0.69583,0.01413,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
97,9764.4,1.12078,0.81261,0.00751,0.93543,0.83838,0.90291,0.62944,1.13595,0.68734,0.01386,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
98,9865.23,1.09633,0.79942,0.00751,0.93495,0.85227,0.90472,0.62873,1.14437,0.64,0.01414,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
99,9965.22,1.10299,0.80944,0.00754,0.94231,0.84553,0.90994,0.63304,1.14198,0.6186,0.01405,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
100,10065.9,1.08639,0.78138,0.00731,0.954,0.85101,0.90815,0.63536,1.15109,0.61476,0.01422,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
101,10166.1,1.07229,0.77685,0.00731,0.93183,0.84975,0.90719,0.63864,1.12733,0.61354,0.01302,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,10266.9,1.0862,0.79194,0.00715,0.9482,0.83333,0.90951,0.63556,1.12554,0.64752,0.0129,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,10366.5,1.09049,0.79993,0.00723,0.93947,0.83586,0.91011,0.63282,1.13158,0.62021,0.01344,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
104,10466.7,1.0592,0.75987,0.0071,0.93282,0.8447,0.90478,0.63225,1.11783,0.63341,0.01289,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
105,10567.1,1.06233,0.76926,0.00714,0.94299,0.82828,0.90453,0.63806,1.12064,0.62198,0.0135,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
106,10667.2,1.06322,0.76381,0.00695,0.95435,0.81822,0.90624,0.64281,1.10163,0.59291,0.01363,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
107,10767.7,1.06383,0.74704,0.00701,0.95317,0.82071,0.90325,0.6392,1.08591,0.6406,0.01307,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
108,10867.8,1.06044,0.7706,0.00695,0.9307,0.84091,0.90298,0.63963,1.10103,0.62839,0.01372,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682
109,10968.2,1.03704,0.75411,0.00698,0.94313,0.83764,0.90451,0.64055,1.11195,0.6363,0.01386,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
110,11069,1.05164,0.75908,0.00725,0.95625,0.82576,0.90294,0.63751,1.11578,0.64267,0.01356,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254
111,11168.8,1.03064,0.74352,0.00686,0.9299,0.83747,0.90379,0.63689,1.118,0.63998,0.01371,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
112,11269.1,1.0291,0.73413,0.00671,0.92719,0.8447,0.90214,0.6388,1.1304,0.62059,0.01403,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895
